Time,Last Price,Last Size,Last Exchange,Bid Price,Bid Size,Bid Exchange,Ask Price,Ask Exchange,Ask Size,Trade Condition
19:59:58 ET,50.04,24,DF,49.9,4,DEX,50.2,DEX,39,--
19:59:22 ET,49.99,5,DF,49.9,4,DEX,50.08,P,4,--
19:58:02 ET,50.04,10,DF,49.9,4,DEX,50.04,P,4,--
19:57:48 ET,50.04,10,DEX,49.9,4,DEX,50.04,P,4,--
19:55:11 ET,49.9,100,DF,49.9,5,DEX,50.08,P,2,T
19:52:49 ET,49.9,4,DF,49.9,1,DEX,50.06,P,4,--
19:51:22 ET,49.85,50,Q,49.85,1,Q,50.04,P,5,--
19:51:22 ET,49.88,500,Q,49.85,1,Q,50.04,P,5,--
19:51:22 ET,49.89,50,Q,49.85,1,Q,50.04,P,5,--
19:50:31 ET,49.87,8,P,49.85,2,Q,50.06,P,4,--
19:50:31 ET,49.9,50,Q,49.85,2,Q,50.06,P,4,--
19:50:31 ET,49.95,60,P,49.85,2,Q,50.06,P,4,--
19:50:31 ET,49.9,1,DEX,49.85,2,Q,50.06,P,4,--
19:50:31 ET,49.9,50,Q,49.85,2,Q,50.06,P,4,--
19:50:31 ET,49.95,50,Q,49.85,2,Q,50.06,P,4,--
19:48:09 ET,49.95,40,DF,49.9,1,Q,50.06,P,4,--
19:44:59 ET,49.9,3495,DEX,49.85,2,Q,50.06,P,4,T
19:44:59 ET,49.89,300,DEX,49.85,2,Q,50.06,P,4,T
19:44:39 ET,49.9,1000,DF,49.85,2,Q,49.9,DEX,34,T
19:44:07 ET,49.9,5,P,49.85,2,Q,50.06,P,4,--
19:44:07 ET,49.9,200,DEX,49.85,2,Q,50.06,P,4,--
19:44:07 ET,49.9,600,Q,49.9,2,DEX,50.06,P,4,T
19:44:07 ET,49.92,500,P,49.9,2,DEX,50.06,P,4,T
19:44:07 ET,49.91,200,DEX,49.9,2,DEX,50.06,P,4,T
19:43:17 ET,50,500,DEX,49.9,2,DEX,50.06,P,4,--
19:39:39 ET,50.06,56,Q,49.9,6,DEX,50.2,DEX,39,--
19:39:17 ET,50,100,DEX,49.9,6,DEX,50.2,DEX,39,--
19:37:51 ET,50,217,DEX,49.9,2,Q,50.2,DEX,39,T
19:37:32 ET,50,83,DF,49.9,2,Q,50.2,DEX,39,--
19:31:47 ET,50,30,DF,49.9,1,DEX,50.13,DEX,2,--
19:31:17 ET,50.04,11,DEX,50,2,Z,50.04,Z,2,--
19:31:17 ET,50,137,P,50,1,P,50.04,Z,2,--
19:31:17 ET,50.01,37,P,50,1,P,50.04,Z,2,--
19:31:17 ET,50.03,113,P,50,1,P,50.04,Z,2,--
19:31:17 ET,49.99,100,DEX,50,2,P,50.04,Z,2,--
19:31:17 ET,50,100,DEX,50,2,P,50.04,Z,2,--
19:31:17 ET,50.01,200,DEX,50,2,P,50.04,Z,2,--
19:31:17 ET,50.01,100,DEX,50.01,2,DEX,50.04,Z,2,--
19:31:17 ET,50.06,11,Q,50.01,3,DEX,50.04,Z,2,--
19:31:17 ET,50.03,287,P,50.01,3,DEX,50.04,Z,2,--
19:31:17 ET,50.03,100,P,50.01,3,DEX,50.04,Z,2,--
19:31:17 ET,50.04,100,P,50.01,3,DEX,50.04,Z,2,--
19:31:17 ET,50.01,100,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.02,100,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.03,200,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.03,100,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.04,200,P,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.06,200,Q,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.03,200,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.03,100,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.03,100,DEX,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.05,200,P,50.01,4,DEX,50.04,Z,2,--
19:31:17 ET,50.06,200,Q,50.01,4,DEX,50.08,Q,2,--
19:31:17 ET,50.03,100,DEX,50.01,4,DEX,50.08,Q,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.08,Q,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.08,Q,2,--
19:31:17 ET,50.03,100,DEX,50.01,4,DEX,50.1,P,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.1,P,2,--
19:31:17 ET,50.06,11,Q,50.01,4,DEX,50.1,P,2,--
19:30:17 ET,50.1,10,P,50.01,4,DEX,50.1,P,2,--
19:29:57 ET,50.01,3,DF,50.01,3,DEX,50.14,P,4,--
19:11:58 ET,50.15,10,P,50.06,4,P,50.2,DEX,39,--
19:11:28 ET,50.15,1000,DEX,50.06,4,P,50.2,DEX,39,T
19:11:28 ET,50.14,200,DEX,50.06,4,P,50.2,DEX,39,T
19:11:28 ET,50.14,232,DEX,50.06,4,P,50.2,DEX,39,T
19:10:52 ET,50.14,156,DEX,50.06,4,P,50.15,DEX,10,--
19:10:51 ET,50.14,12,DEX,50.06,4,P,50.15,DEX,10,--
19:10:51 ET,50.14,144,DEX,50.06,4,P,50.15,DEX,10,--
19:10:49 ET,50.14,156,DEX,50.06,4,P,50.15,DEX,10,--
19:07:22 ET,50.15,332,DEX,50.06,4,DEX,50.2,DEX,49,T
19:07:21 ET,50.15,156,DEX,50.06,4,DEX,50.15,DEX,3,--
19:07:19 ET,50.15,12,DEX,50.06,4,DEX,50.15,DEX,4,--
19:07:19 ET,50.14,100,DEX,50.06,4,DEX,50.15,DEX,5,--
19:07:19 ET,50.14,44,DEX,50.06,4,DEX,50.15,DEX,5,--
19:07:06 ET,50.14,156,DEX,50.06,4,DEX,50.15,DEX,5,--
18:59:58 ET,50.07,50,Q,50.06,4,P,50.2,DEX,44,--
18:58:41 ET,50.06,100,DF,50.06,2,P,50.2,DEX,39,T
18:49:20 ET,50.12,44,DEX,50.05,1,DEX,50.2,DEX,41,--
18:48:34 ET,50.09,124,DEX,50.05,1,DEX,50.14,P,4,--
18:48:33 ET,50.14,156,DEX,50.09,1,DEX,50.14,P,4,--
18:48:18 ET,50.09,100,DEX,50.09,1,DEX,50.14,P,4,--
18:48:18 ET,50.14,156,DEX,50.09,2,DEX,50.14,P,6,--
18:47:56 ET,50.09,100,DEX,50.09,2,DEX,50.14,P,2,--
18:47:56 ET,50.14,156,P,50.09,3,DEX,50.15,DEX,2,T
18:47:40 ET,50.12,25,P,50.09,3,DEX,50.14,P,2,--
18:47:40 ET,50.1,200,DEX,50.09,3,DEX,50.14,P,2,--
18:46:25 ET,50.09,10,DEX,50.08,3,DEX,50.2,DEX,39,--
18:46:06 ET,50.09,38,DEX,50.08,3,DEX,50.2,DEX,39,--
18:46:06 ET,50.09,500,DEX,50.08,3,DEX,50.2,DEX,39,T
18:46:06 ET,50.1,262,DEX,50.08,3,DEX,50.2,DEX,39,T
18:46:06 ET,50.1,200,DEX,50.08,3,DEX,50.2,DEX,39,T
18:45:12 ET,50.15,60,DEX,50.08,3,DEX,50.2,DEX,39,--
18:45:06 ET,50.15,65,DEX,50.08,3,DEX,50.2,DEX,40,--
18:41:00 ET,50.19,28,DF,50.08,3,DEX,50.2,DEX,39,--
18:41:00 ET,50.2,2,DF,50.08,3,DEX,50.2,DEX,39,--
18:38:08 ET,50.19,20,DF,50.08,3,DEX,50.2,DEX,39,--
18:36:27 ET,50.15,148,DEX,50.05,1,DEX,50.2,DEX,39,T
18:36:24 ET,50.14,50,Q,50.05,1,DEX,50.15,DEX,1,--
18:36:05 ET,50.15,35,DEX,50.05,1,DEX,50.15,DEX,1,--
18:36:01 ET,50.15,17,DEX,50.05,1,DEX,50.15,DEX,1,--
18:36:01 ET,50.14,62,DEX,50.05,1,DEX,50.15,DEX,1,--
18:36:01 ET,50.14,119,DEX,50.05,1,DEX,50.15,DEX,1,--
18:34:58 ET,50.14,156,DEX,50.05,1,DEX,50.15,DEX,2,--
18:33:09 ET,50.06,100,DEX,50.05,1,DEX,50.15,DEX,2,--
18:33:09 ET,50.14,119,DEX,50.05,1,DEX,50.15,DEX,2,--
18:33:09 ET,50.14,37,DEX,50.05,1,DEX,50.15,DEX,2,--
18:32:51 ET,50.14,106,DEX,50.05,1,DEX,50.15,DEX,2,--
18:32:51 ET,50.1,50,DEX,50.05,1,DEX,50.15,DEX,2,--
18:31:52 ET,50.03,125,DEX,50.02,1,DEX,50.16,DEX,2,--
18:31:52 ET,50.16,124,DEX,50.02,1,DEX,50.16,DEX,2,--
18:31:52 ET,50.15,32,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:50 ET,50.15,156,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:49 ET,50.03,125,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:49 ET,50.04,1,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:48 ET,50.15,12,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:48 ET,50.15,144,DEX,50.02,1,DEX,50.16,DEX,4,--
18:31:46 ET,50.15,156,DEX,50.02,1,DEX,50.16,DEX,4,--
18:29:17 ET,50.08,461,DEX,50.06,1,DEX,50.2,DEX,41,--
18:29:17 ET,50.08,200,DEX,50.06,1,DEX,50.2,DEX,41,--
18:29:17 ET,50.08,200,DEX,50.06,1,DEX,50.2,DEX,41,--
18:29:17 ET,50.09,200,DEX,50.06,1,DEX,50.2,DEX,41,--
18:29:17 ET,50.09,36,DEX,50.06,1,DEX,50.2,DEX,41,--
18:29:17 ET,50.09,203,DEX,50.06,1,DEX,50.2,DEX,41,--
18:28:58 ET,50.08,100,DEX,50.08,2,DEX,50.2,DEX,41,--
18:28:58 ET,50.2,56,P,50.08,3,DEX,50.2,DEX,41,--
18:28:58 ET,50.19,36,DEX,50.08,3,DEX,50.2,DEX,41,--
18:28:58 ET,50.19,64,DEX,50.08,3,DEX,50.2,DEX,41,--
18:28:57 ET,50.09,100,DEX,50.08,3,DEX,50.2,DEX,41,--
18:28:56 ET,50.19,116,DEX,50.08,3,DEX,50.2,DEX,41,--
18:28:56 ET,50.19,40,DEX,50.08,3,DEX,50.2,DEX,41,--
18:22:34 ET,50.1,10,P,50.05,1,DEX,50.2,DEX,39,--
18:20:38 ET,50.15,60,P,50.05,5,DEX,50.2,DEX,38,--
18:20:31 ET,50.15,10,DF,50.05,5,DEX,50.2,DEX,38,--
18:20:19 ET,50.14,10,DEX,50.12,5,Q,50.2,DEX,38,--
18:20:19 ET,50.16,20,P,50.12,5,Q,50.2,DEX,38,--
18:18:12 ET,50.07,100,DEX,50.05,5,DEX,50.2,DEX,38,T
18:12:51 ET,50.19,20,DEX,50.12,6,DEX,50.2,DEX,38,--
18:12:18 ET,50.13,10,DEX,50.12,6,DEX,50.2,DEX,38,--
18:11:56 ET,50.13,10,DEX,50.12,6,DEX,50.2,DEX,38,--
18:11:56 ET,50.14,10,DEX,50.12,6,DEX,50.2,DEX,38,--
18:11:39 ET,50.14,10,DEX,50.12,6,DEX,50.2,DEX,38,--
18:10:48 ET,50.12,10,DF,50.12,6,DEX,50.2,DEX,38,--
18:10:13 ET,50.14,10,DEX,50.12,6,DEX,50.2,DEX,38,--
18:09:43 ET,50.2,149,DEX,50.12,6,DEX,50.2,DEX,38,--
18:09:33 ET,50.14,10,DEX,50.12,6,DEX,50.2,DEX,39,--
18:08:32 ET,50.14,10,DEX,50.12,6,DEX,50.2,DEX,39,--
18:07:12 ET,50.2,4,DEX,50.12,6,DEX,50.2,DEX,39,--
18:06:05 ET,50.16,10,Q,50.12,6,DEX,50.2,DEX,40,--
18:05:59 ET,50.14,50,DEX,50.12,6,DEX,50.2,DEX,40,--
18:03:12 ET,50.12,10,DF,50.12,6,DEX,50.2,DEX,40,--
18:01:00 ET,50.2,200,DEX,50.06,6,DEX,50.2,DEX,40,--
18:00:11 ET,50.2,600,DEX,50.06,6,DEX,50.2,DEX,42,--
18:00:11 ET,50.2,200,DEX,50.14,2,Q,50.2,DEX,48,--
18:00:11 ET,50.18,10,DEX,50.14,2,Q,50.2,DEX,50,--
18:00:11 ET,50.18,528,DEX,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.2,10,Q,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.17,25,P,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.15,4,P,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.18,400,DEX,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.15,200,DEX,50.14,2,Q,50.18,DEX,5,--
18:00:11 ET,50.17,35,Q,50.14,2,Q,50.18,DEX,9,--
18:00:11 ET,50.17,50,Q,50.14,2,Q,50.18,DEX,9,--
18:00:11 ET,50.13,75,DEX,50.14,2,Q,50.18,DEX,9,--
18:00:05 ET,50.08,100,DEX,50.06,4,DEX,50.18,DEX,10,--
17:52:48 ET,50.07,2,DEX,50.06,4,DEX,50.18,DEX,10,--
17:52:27 ET,50.16,2,DEX,50.06,4,DEX,50.18,DEX,10,--
17:45:54 ET,50.16,2,DEX,50.06,4,DEX,50.18,DEX,10,--
17:33:13 ET,50.17,13,DEX,50.06,4,DEX,50.17,DEX,1,--
17:32:17 ET,50.06,2,DF,50.06,4,DEX,50.17,DEX,1,--
17:30:18 ET,50.17,25,DF,50.05,4,DEX,50.17,DEX,1,--
17:30:15 ET,50.16,100,DF,50.05,4,DEX,50.17,DEX,1,T
17:29:29 ET,50.05,8,DF,50.05,4,DEX,50.16,P,1,--
17:28:38 ET,50.07,40,DEX,50.05,4,DEX,50.16,P,1,--
17:28:16 ET,50.16,440,DF,50.05,4,DEX,50.16,P,1,T
17:26:52 ET,50.15,65,P,50.05,4,DEX,50.16,P,1,--
17:26:52 ET,50.16,200,DEX,50.05,4,DEX,50.16,P,1,T
17:24:11 ET,50.1,946,DF,50,2,P,50.16,P,1,T
17:24:11 ET,50.1,354,DF,50,2,P,50.16,P,1,T
17:23:07 ET,50.1,100,Q,50,2,P,50.16,P,1,T
17:23:07 ET,50.12,117,P,50.1,1,Q,50.16,P,1,T
17:23:07 ET,50.15,10,Q,50.1,1,Q,50.16,P,1,--
17:17:01 ET,50.15,20,Q,50.1,1,Q,50.16,P,1,--
17:16:58 ET,50.16,1,DF,50.1,1,Q,50.16,P,1,--
17:15:52 ET,50.15,1,Q,50.1,1,Q,50.16,P,1,--
17:12:01 ET,50.15,50,Q,50.1,1,Q,50.17,DEX,1,--
17:10:22 ET,50.17,2,DF,50.1,1,Q,50.17,DEX,1,--
17:07:46 ET,50.12,10,P,50.1,1,Q,50.18,DEX,11,--
17:06:00 ET,50.17,4,DEX,50.1,1,Q,50.18,DEX,9,--
17:06:00 ET,50.16,1,DEX,50.1,1,Q,50.18,DEX,9,--
17:04:50 ET,50.18,72,DF,50.1,1,Q,50.18,DEX,9,--
17:04:50 ET,50.17,28,DF,50.1,1,Q,50.18,DEX,9,--
17:04:13 ET,50.12,29,P,50.1,1,Q,50.18,DEX,10,--
17:04:04 ET,50.12,25,DF,50.1,1,Q,50.18,DEX,10,--
17:02:03 ET,50.12,13,P,50.1,1,Q,50.18,DEX,10,--
17:02:03 ET,50.13,6,DEX,50.1,1,Q,50.18,DEX,10,--
17:02:03 ET,50.15,19,Q,50.1,1,Q,50.18,DEX,10,--
17:01:16 ET,50.12,12,P,50.1,1,Q,50.18,DEX,10,--
17:01:16 ET,50.15,12,Q,50.1,1,Q,50.18,DEX,10,--
16:59:59 ET,50.13,494,DEX,50.1,1,P,50.18,DEX,10,T
16:59:59 ET,50.12,6,DEX,50.1,1,P,50.13,DEX,5,--
16:59:58 ET,50.1,44,P,50.1,1,P,50.13,DEX,5,--
16:58:39 ET,50.1,14,P,50.1,2,P,50.18,DEX,10,--
16:56:47 ET,50.1636,100,DF,50.1,3,P,50.18,DEX,10,T
16:55:43 ET,50.1745,200,DF,50.1,5,P,50.18,DEX,10,T
16:54:43 ET,50.12,94,DEX,50.1,5,P,50.18,DEX,10,--
16:52:57 ET,50.12,6,Q,50.11,3,P,50.18,DEX,10,--
16:51:42 ET,50.17,20,DF,50.11,3,P,50.18,DEX,10,--
16:51:26 ET,50.15,300,DEX,50.11,3,P,50.18,DEX,10,T
16:51:12 ET,50.15,200,DEX,50.15,3,DEX,50.18,DEX,10,--
16:51:10 ET,50.15,500,DEX,50.15,5,DEX,50.18,DEX,10,T
16:51:00 ET,50.15,400,DEX,50.15,10,DEX,50.18,DEX,10,--
16:49:26 ET,50.1502,56,DF,50.15,14,DEX,50.18,DEX,10,--
16:47:10 ET,50.17,400,DEX,50.15,14,DEX,50.18,DEX,10,--
16:47:02 ET,50.17,72,DEX,50.15,14,DEX,50.17,DEX,4,--
16:46:58 ET,50.16,330,DEX,50.15,14,DEX,50.17,DEX,5,T
16:46:54 ET,50.15,100,DEX,50.15,14,DEX,50.16,DEX,3,T
16:46:11 ET,50.16,1170,DEX,50.15,15,DEX,50.17,DEX,5,--
16:45:50 ET,50.16,100,DEX,50.16,11,DEX,50.17,DEX,5,--
16:43:30 ET,50.16,200,DEX,50.16,12,DEX,50.2,DEX,55,--
16:42:59 ET,50.19,100,P,50.19,2,P,50.2,DEX,55,T
16:42:59 ET,50.19,300,P,50.19,2,P,50.2,DEX,55,T
16:42:03 ET,50.16,6,DF,50.16,14,DEX,50.2,DEX,5,--
16:41:44 ET,50.16,10,DF,50.16,14,DEX,50.2,DEX,5,--
16:40:43 ET,50.16,100,DF,50.16,14,DEX,50.2,DEX,5,T
16:40:43 ET,50.16,300,DF,50.16,14,DEX,50.2,DEX,5,T
16:40:40 ET,50.16,10,DF,50.16,14,DEX,50.2,DEX,5,--
16:40:39 ET,50.16,100,DF,50.16,14,DEX,50.2,DEX,5,T
16:40:26 ET,50.1602,7,DF,50.16,14,DEX,50.2,DEX,5,--
16:40:09 ET,50.1602,300,DF,50.16,14,DEX,50.2,DEX,5,T
16:40:03 ET,50.16,10,P,50.12,15,DEX,50.2,DEX,5,--
16:40:03 ET,50.15,20,DEX,50.12,15,DEX,50.2,DEX,5,--
16:37:21 ET,50,17,DF,50,7,P,50.16,Z,2,--
16:37:16 ET,50.06,200,P,50.05,3,P,50.16,Z,2,--
16:37:06 ET,50.04,100,P,50.01,1,Q,50.2,DEX,5,--
16:37:06 ET,50,10,DEX,49.98,2,Q,50.04,P,1,--
16:37:06 ET,50,200,DEX,49.98,2,Q,50.04,P,1,--
16:37:06 ET,50,20,DEX,49.98,2,Q,50,DEX,2,--
16:37:06 ET,50,23,P,49.99,32,P,50,DEX,2,--
16:37:06 ET,50,300,P,49.99,32,P,50,DEX,2,T
16:37:06 ET,50,300,P,49.99,32,P,50,DEX,2,T
16:37:06 ET,50,200,P,49.99,32,P,50,DEX,2,T
16:37:06 ET,50,100,P,49.99,41,P,50,DEX,2,--
16:37:06 ET,49.96,100,DEX,49.94,4,P,50,DEX,2,--
16:34:56 ET,49.97,20,DEX,49.9,4,P,50,DEX,2,--
16:34:13 ET,49.9,80,DEX,49.9,4,P,50,DEX,2,--
16:34:13 ET,49.91,100,Q,49.9,4,P,50,DEX,2,--
16:32:38 ET,49.9,725,P,49.87,1,Q,50,DEX,2,T
16:32:37 ET,49.9,75,P,49.84,17,DEX,49.9,P,7,--
16:32:37 ET,49.9,200,P,49.84,17,DEX,49.9,P,8,--
16:32:18 ET,49.85,100,Q,49.8,4,P,49.9,P,10,T
16:32:14 ET,49.87,200,P,49.8,4,P,49.9,P,10,--
16:32:14 ET,49.85,100,DEX,49.8,4,P,49.9,P,10,T
16:31:47 ET,49.85,525,DEX,49.77,15,DEX,49.9,P,14,T
16:31:47 ET,49.85,675,DEX,49.85,5,DEX,49.9,P,14,--
16:31:47 ET,49.85,300,DEX,49.85,12,DEX,49.9,P,14,T
16:31:17 ET,49.8,200,P,49.77,15,DEX,49.85,Q,1,--
16:31:17 ET,49.8,200,Q,49.8,2,P,49.9,P,12,--
16:31:09 ET,49.8,300,Q,49.77,15,DEX,49.8,Q,2,T
16:29:44 ET,49.85,76,P,49.77,15,DEX,49.9,P,10,--
16:29:44 ET,49.85,224,P,49.77,15,DEX,49.9,P,10,--
16:29:44 ET,49.84,300,P,49.77,15,DEX,49.9,P,10,--
16:29:44 ET,49.84,300,P,49.77,15,DEX,49.9,P,10,--
16:29:44 ET,49.84,300,P,49.77,15,DEX,49.9,P,10,--
16:29:44 ET,49.84,300,P,49.77,15,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,10,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,10,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,10,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,10,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:29:01 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:59 ET,49.76,100,DEX,49.74,12,DEX,49.9,P,10,T
16:28:57 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:57 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:57 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:57 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:57 ET,49.85,100,P,49.74,12,DEX,49.9,P,10,--
16:28:33 ET,49.75,100,DF,49.74,12,DEX,49.89,DEX,3,T
16:27:50 ET,49.9,100,DF,49.74,12,DEX,49.9,P,10,T
16:26:48 ET,49.9,10,DF,49.71,6,DEX,49.9,P,10,--
16:26:24 ET,49.72,24,DEX,49.71,6,DEX,49.9,P,10,--
16:26:24 ET,49.71,300,P,49.71,6,DEX,49.9,P,10,T
16:26:24 ET,49.72,300,Q,49.71,6,DEX,49.9,P,10,--
16:26:24 ET,49.72,300,P,49.71,6,DEX,49.85,DEX,1,T
16:26:24 ET,49.73,600,DEX,49.71,6,DEX,49.85,DEX,1,T
16:26:24 ET,49.71,600,DEA,49.71,6,DEX,49.85,DEX,1,T
16:26:24 ET,49.71,600,DEA,49.71,6,DEX,49.85,DEX,1,T
16:26:24 ET,49.8,200,P,49.71,12,DEA,49.9,P,10,T
16:25:14 ET,49.8,180,DEX,49.8,2,Z,49.9,P,10,T
16:25:14 ET,49.81,100,Q,49.8,2,Z,49.9,P,10,T
16:24:34 ET,49.9,1,DF,49.8,1,Q,49.9,P,10,--
16:23:58 ET,49.7,294,Q,49.68,2,P,49.9,P,10,T
16:23:57 ET,49.7,75,Q,49.68,2,P,49.9,P,10,--
16:23:57 ET,49.7,75,Q,49.68,2,P,49.7,Q,1,--
16:23:57 ET,49.7,75,Q,49.68,2,P,49.7,Q,1,--
16:23:57 ET,49.7,75,Q,49.68,2,P,49.7,Q,2,--
16:23:57 ET,49.7,75,Q,49.68,2,P,49.7,Q,3,--
16:23:57 ET,49.7,75,Q,49.6,8,DEX,49.7,Q,3,--
16:23:57 ET,49.7,75,Q,49.6,8,DEX,49.7,Q,4,--
16:23:57 ET,49.7,75,Q,49.6,8,DEX,49.7,Q,5,--
16:23:52 ET,49.62,100,DF,49.6,8,DEX,49.9,P,10,T
16:23:45 ET,49.7,1,DF,49.6,8,DEX,49.9,P,10,--
16:22:53 ET,49.61,100,DF,49.6,8,DEX,49.9,P,10,T
16:22:43 ET,49.7,30,P,49.6,8,DEX,49.9,P,10,--
16:22:31 ET,49.78,3,DF,49.6,8,DEX,49.9,P,10,--
16:22:23 ET,49.9,116,DF,49.6,8,DEX,49.9,P,10,T
16:21:07 ET,49.76,10,DF,49.6,6,DEX,49.9,P,10,--
16:20:56 ET,49.87,102,P,49.6,6,DEX,49.9,P,10,--
16:20:56 ET,49.86,398,P,49.6,6,DEX,49.9,P,10,--
16:20:51 ET,49.7,32,DEX,49.6,6,DEX,49.9,P,10,--
16:20:46 ET,49.85,100,P,49.6,6,DEX,49.9,P,10,--
16:20:34 ET,49.74,10,DF,49.6,6,DEX,49.9,P,10,--
16:20:02 ET,49.72,10,DF,49.6,6,DEX,49.9,P,10,--
16:19:53 ET,49.85,100,P,49.6,6,DEX,49.9,P,10,--
16:19:09 ET,49.86,100,P,49.6,6,DEX,49.9,P,10,--
16:18:04 ET,49.6,5,DF,49.58,7,Q,49.9,P,10,--
16:17:42 ET,49.65,50,DF,49.58,7,Q,49.85,DEX,2,--
16:17:10 ET,49.6,12,DF,49.58,7,Q,49.85,DEX,2,--
16:16:42 ET,49.65,100,DF,49.58,6,DEA,49.85,DEX,2,T
16:16:36 ET,49.81,2,DEX,49.58,6,DEA,49.85,DEX,2,--
16:16:32 ET,49.6,25,DF,49.58,6,DEA,49.85,DEX,2,--
16:16:19 ET,49.59,400,DF,49.58,6,DEA,49.85,DEX,2,T
16:16:12 ET,49.65,5,DF,49.58,2,DEX,49.85,DEX,2,--
16:15:02 ET,49.57,300,DF,49.54,6,DEA,49.85,DEX,2,T
16:15:00 ET,49.55,200,DEX,49.54,2,P,49.74,Q,1,T
16:15:00 ET,49.55,19,Q,49.54,2,P,49.74,Q,1,--
16:15:00 ET,49.55,6,Q,49.55,2,DEX,49.74,Q,1,--
16:15:00 ET,49.55,50,Q,49.55,2,DEX,49.74,Q,1,--
16:15:00 ET,49.56,1,Q,49.55,2,DEX,49.85,DEX,2,--
16:14:59 ET,49.72,200,BYX,49.7,1,B,49.78,Q,4,--
16:14:59 ET,49.72,100,DEA,49.7,1,Q,49.72,BYX,2,--
16:14:59 ET,49.72,25,PH,49.71,1,DEX,49.72,BYX,2,--
16:14:59 ET,49.72,75,PH,49.71,1,DEX,49.72,BYX,2,--
16:14:59 ET,49.72,200,B,49.71,1,DEX,49.72,B,2,--
16:14:59 ET,49.72,15,DEX,49.66,2,Q,49.72,BYX,2,--
16:14:59 ET,49.72,185,DEX,49.66,2,Q,49.72,BYX,2,--
16:14:59 ET,49.71,100,DEX,49.66,2,Q,49.72,BYX,2,--
16:14:59 ET,49.72,100,Z,49.66,1,P,49.72,BYX,2,--
16:14:59 ET,49.71,100,Z,49.66,1,P,49.72,BYX,2,--
16:14:59 ET,49.72,100,Q,49.66,1,P,49.72,DEX,3,--
16:14:59 ET,49.72,100,PH,49.66,1,P,49.72,DEX,3,T
16:14:59 ET,49.72,85,Q,49.66,1,P,49.72,DEX,3,--
16:14:59 ET,49.72,200,Q,49.66,1,P,49.72,DEX,3,--
16:14:57 ET,49.6,100,NATL,49.55,2,DEX,49.6,A,2,--
16:14:57 ET,49.6,100,NATL,49.55,2,DEX,49.6,A,2,--
16:14:51 ET,49.63,20,A,49.55,1,Q,49.63,DEX,2,--
16:14:51 ET,49.57,92,Q,49.55,1,Q,49.63,A,2,--
16:14:51 ET,49.57,8,Q,49.55,1,Q,49.63,A,2,--
16:14:51 ET,49.58,5,Q,49.55,1,Q,49.63,NATL,1,--
16:14:51 ET,49.58,200,DEX,49.55,1,Q,49.63,NATL,1,--
16:14:51 ET,49.58,95,Q,49.58,2,DEX,49.63,NATL,1,--
16:14:51 ET,49.58,5,Q,49.58,2,DEX,49.63,NATL,1,--
16:14:51 ET,49.58,300,DEX,49.58,5,DEX,49.63,NATL,1,--
16:14:51 ET,49.59,315,DEX,49.58,5,DEX,49.63,NATL,1,--
16:14:50 ET,49.59,10,DEX,49.59,3,DEX,49.63,DEX,3,--
16:14:50 ET,49.59,75,DEX,49.59,4,DEX,49.64,B,4,--
